7.042475585937500000e+03,4.818720410156250182e+03,7.042475585937500000e+03,4.818720410156250182e+03,1.008014774322509766e+01,1.041792440414428711e+01,5.716009277343750000e+03,3.992343432617187318e+03,1.306253662109375000e+03,8.054892272949218750e+02,2.201125653300550766e-06,2.150637328668381087e-06,1.013267326354980469e+01,1.046985025405883718e+01,1.420573607902042568e-05,1.420573607902042568e-05
4.250687988281250000e+03,3.992937890624999909e+03,4.250687988281250000e+03,3.992937890624999909e+03,7.378166198730468750e+00,7.333519172668457209e+00,3.357822509765625000e+03,3.159768994140625182e+03,8.774312133789062500e+02,8.178009521484375455e+02,7.383582997135818005e-04,7.385991513729095893e-04,8.055386543273925781e+00,8.033618736267090554e+00,1.420351145497988909e-05,1.420351145497988909e-05
3.697710937500000000e+03,3.428046166992187409e+03,3.697710937500000000e+03,3.428046166992187409e+03,5.663925647735595703e+00,5.494394540786743164e+00,2.895981201171875000e+03,2.622596435546875000e+03,7.894578857421875000e+02,7.935420593261718523e+02,2.281066030263900757e-03,2.223506919108331203e-03,6.605727195739746094e+00,6.411030864715575817e+00,1.420139415131416172e-05,1.420139415131416172e-05
3.928946289062500000e+03,3.036097119140625182e+03,3.928946289062500000e+03,3.036097119140625182e+03,4.122255802154541016e+00,4.348662805557251154e+00,2.998042236328125000e+03,2.263745568847656159e+03,9.217486572265625000e+02,7.626899414062500000e+02,3.809147514402866364e-03,3.864728612825274467e-03,5.029301166534423828e+00,5.308961820602417170e+00,1.419938962499145418e-05,1.419938962499145418e-05
2.439263916015625000e+03,2.759050048828125000e+03,2.439263916015625000e+03,2.759050048828125000e+03,3.427118539810180664e+00,3.590741753578186035e+00,1.702771118164062500e+03,2.016230700683593795e+03,7.287738647460937500e+02,7.346945007324218295e+02,5.453114397823810577e-03,5.399959348142147238e-03,4.286458969116210938e+00,4.528765153884887873e+00,1.419752243236871436e-05,1.419752243236871436e-05
5.494057006835937500e+02,2.552656176757812318e+03,5.494057006835937500e+02,2.552656176757812318e+03,3.204891681671142578e+00,3.060034251213073819e+00,4.144299926757812500e+02,1.834008764648437591e+03,1.275962295532226562e+02,7.116258911132812273e+02,7.271924056112766266e-03,6.757290568202733994e-03,4.167303085327148438e+00,3.954700064659118830e+00,1.419571526639629155e-05,1.419571526639629155e-05
1.443671997070312500e+03,2.388714916992187682e+03,1.443671997070312500e+03,2.388714916992187682e+03,3.010011911392211914e+00,2.657599616050720037e+00,1.041384277343750000e+03,1.691555163574218795e+03,3.952895202636718750e+02,6.909917968749999773e+02,8.188804611563682556e-03,7.975081447511911392e-03,3.979938268661499023e+00,3.502344536781310858e+00,1.419397267454769462e-05,1.419397267454769462e-05
1.976962585449218750e+02,2.254643225097656341e+03,1.976962738037109375e+02,2.254643225097656341e+03,2.509531497955322266e+00,2.342858791351318359e+00,1.501691894531250000e+02,1.577583740234375000e+03,4.161259841918945312e+01,6.715703857421874545e+02,9.302190504968166351e-03,9.057951718568801533e-03,3.395629167556762695e+00,3.137210631370544345e+00,1.419231375621166080e-05,1.419231375621166080e-05
7.686207275390625000e+02,2.140635864257812500e+03,7.686207275390625000e+02,2.140635864257812500e+03,2.160655498504638672e+00,2.088219046592712402e+00,5.229183349609375000e+02,1.481817456054687455e+03,2.405968170166015625e+02,6.538867309570312045e+02,1.053006015717983246e-02,1.005603950470685889e-02,2.934365034103393555e+00,2.833497500419616788e+00,1.419071395503124222e-05,1.419071395503124222e-05
1.499147338867187500e+02,2.047620410156250045e+03,1.499147491455078125e+02,2.047620410156250045e+03,2.039571523666381836e+00,1.883957314491272017e+00,1.142982101440429688e+02,1.403369519042968705e+03,3.072037315368652344e+01,6.397707702636719205e+02,1.158549264073371887e-02,1.093452470377087593e-02,2.845005989074707031e+00,2.585231804847717196e+00,1.418917599949054420e-05,1.418917599949054420e-05
2.993755615234375000e+03,2.021888879394531159e+03,2.993755615234375000e+03,2.021888879394531159e+03,1.647889375686645508e+00,1.829503417015075684e+00,2.095643310546875000e+03,1.381844506835937409e+03,8.942357788085937500e+02,6.356851806640625000e+02,1.054423209279775620e-02,1.118071600794792210e-02,2.218035697937011719e+00,2.518492484092712314e+00,1.418871215719264001e-05,1.418871215719264001e-05
1.651822387695312500e+03,1.943359948730468659e+03,1.651822387695312500e+03,1.943359948730468659e+03,1.783060669898986816e+00,1.667165708541870073e+00,1.087312011718750000e+03,1.316324548339843659e+03,5.601939697265625000e+02,6.230396911621094205e+02,1.255810726433992386e-02,1.194365583360195229e-02,2.520782232284545898e+00,2.316644310951232910e+00,1.418720785295590758e-05,1.418720785295590758e-05
1.892413085937500000e+03,1.874515136718750000e+03,1.892413085937500000e+03,1.874515136718750000e+03,1.410478591918945312e+00,1.528953623771667436e+00,1.279744506835937500e+03,1.259693237304687500e+03,6.093028564453125000e+02,6.111380371093749773e+02,1.229663845151662827e-02,1.265180949121713638e-02,1.942838907241821289e+00,2.142264223098754972e+00,1.418575902789598331e-05,1.418575902789598331e-05
4.709604492187500000e+03,1.812825402832031159e+03,4.709604492187500000e+03,1.812825402832031159e+03,1.532034277915954590e+00,1.409128773212432906e+00,3.241881835937500000e+03,1.209831781005859284e+03,1.464007812500000000e+03,5.995818115234375227e+02,1.336376555263996124e-02,1.323879314586520230e-02,2.169607639312744141e+00,1.989407229423522994e+00,1.418434840161353350e-05,1.418434840161353350e-05
3.852867431640625000e+02,1.755933496093749909e+03,3.852867431640625000e+02,1.755933496093749909e+03,1.233638644218444824e+00,1.304348587989807129e+00,2.587561645507812500e+02,1.164717108154296966e+03,1.235325546264648438e+02,5.880447357177733920e+02,1.428813021630048752e-02,1.380458204075694049e-02,1.750080823898315430e+00,1.853503429889678866e+00,1.418294414179399610e-05,1.418294414179399610e-05
6.211994628906250000e+02,1.704763061523437500e+03,6.211994628906250000e+02,1.704763061523437500e+03,1.132055521011352539e+00,1.213798451423645064e+00,3.912107849121093750e+02,1.124643139648437455e+03,2.272499542236328125e+02,5.771575866699218977e+02,1.429184898734092712e-02,1.432068441063165734e-02,1.592401862144470215e+00,1.734167349338531450e+00,1.418157717125723138e-05,1.418157717125723138e-05
1.278213256835937500e+03,1.659469531250000045e+03,1.278213256835937500e+03,1.659469531250000045e+03,1.128310799598693848e+00,1.134577691555023193e+00,8.557362670898437500e+02,1.089131909179687455e+03,4.197273254394531250e+02,5.675592468261718295e+02,1.568449288606643677e-02,1.479808092117309605e-02,1.605691075325012207e+00,1.628988170623779208e+00,1.418025203747674823e-05,1.418025203747674823e-05
5.828602294921875000e+02,1.618021997070312409e+03,5.828602294921875000e+02,1.618021997070312409e+03,9.407696723937988281e-01,1.063773572444915771e+00,3.715438232421875000e+02,1.056899401855468795e+03,2.089720611572265625e+02,5.585092956542969205e+02,1.554567553102970123e-02,1.522090313956141541e-02,1.388026475906372070e+00,1.534333002567291215e+00,1.417897783539956436e-05,1.417897783539956436e-05
2.424281250000000000e+03,1.579787463378906295e+03,2.424281250000000000e+03,1.579787463378906295e+03,1.053920626640319824e+00,1.000417542457580522e+00,1.600305908203125000e+03,1.027809954833984420e+03,8.213714599609375000e+02,5.495124694824219205e+02,1.530029997229576111e-02,1.556555936112999881e-02,1.534526705741882324e+00,1.449050748348235995e+00,1.417771454725880176e-05,1.417771454725880176e-05
3.118565673828125000e+03,1.543345703125000000e+03,3.118565673828125000e+03,1.543345703125000000e+03,9.966580271720886230e-01,9.430089652538299339e-01,2.031511596679687500e+03,1.000528778076171875e+03,1.084606689453125000e+03,5.404874755859375455e+02,1.618810929358005524e-02,1.591881923377513885e-02,1.434505939483642578e+00,1.370503914356231645e+00,1.417645762558095157e-05,1.417645762558095157e-05
1.824681274414062500e+03,1.533138305664062500e+03,1.824681274414062500e+03,1.533138305664062500e+03,8.994923830032348633e-01,9.271112263202667680e-01,1.230986572265625000e+03,9.928744689941406705e+02,5.914802246093750000e+02,5.379720825195312273e+02,1.485802885144948959e-02,1.601649969816208025e-02,1.300079941749572754e+00,1.348611807823181241e+00,1.417608382325852290e-05,1.417608382325852290e-05
1.448660400390625000e+03,1.500392651367187455e+03,1.448660400390625000e+03,1.500392651367187455e+03,8.943454623222351074e-01,8.771567761898040327e-01,9.825836791992187500e+02,9.685198852539062955e+02,4.638556213378906250e+02,5.297000000000000455e+02,1.585515402257442474e-02,1.633903197944164276e-02,1.310879826545715332e+00,1.279292535781860307e+00,1.417488238075748086e-05,1.417488238075748086e-05
1.448947265625000000e+03,1.471144738769531159e+03,1.448947265625000000e+03,1.471144738769531159e+03,7.993615269660949707e-01,8.318739473819732888e-01,9.606489257812500000e+02,9.468036804199218750e+02,4.862828369140625000e+02,5.222759643554687727e+02,1.738578453660011292e-02,1.660627890378236701e-02,1.198677778244018555e+00,1.216605150699615390e+00,1.417370731360279024e-05,1.417370731360279024e-05
2.279429199218750000e+03,1.444096154785156159e+03,2.279429199218750000e+03,1.444096154785156159e+03,8.104736208915710449e-01,7.909218788146972212e-01,1.403379516601562500e+03,9.268575500488281023e+02,8.739932861328125000e+02,5.152716308593750227e+02,1.824612915515899658e-02,1.684930603951215883e-02,1.227757096290588379e+00,1.159214341640472323e+00,1.417254679836332798e-05,1.417254679836332798e-05
3.231197265625000000e+03,1.416778857421875045e+03,3.231197265625000000e+03,1.416778857421875045e+03,7.129573225975036621e-01,7.530574679374695268e-01,2.009610961914062500e+03,9.071037231445312727e+02,1.219837524414062500e+03,5.077997467041015511e+02,1.522913668304681778e-02,1.708712037652731011e-02,1.020443201065063477e+00,1.105251240730285689e+00,1.417138355463976040e-05,1.417138355463976040e-05
1.682344360351562500e+03,1.391324157714843750e+03,1.682344360351562500e+03,1.391324157714843750e+03,7.342068552970886230e-01,7.183529973030090554e-01,1.094999511718750000e+03,8.888535522460937273e+02,5.854948120117187500e+02,5.006789245605468750e+02,1.754023693501949310e-02,1.729816813021898408e-02,1.098258733749389648e+00,1.056037855148315385e+00,1.417022667737910524e-05,1.417022667737910524e-05
2.734772949218750000e+03,1.368019238281249955e+03,2.734772949218750000e+03,1.368019238281249955e+03,7.003058791160583496e-01,6.863640725612640825e-01,1.777541259765625000e+03,8.722107360839843295e+02,9.555079345703125000e+02,4.940942718505859261e+02,1.659110933542251587e-02,1.748497076332568984e-02,1.006880402565002441e+00,1.010357987880706743e+00,1.416913528373697773e-05,1.416913528373697773e-05
1.377563110351562500e+03,1.346746142578125045e+03,1.377563110351562500e+03,1.346746142578125045e+03,6.472762823104858398e-01,6.570288598537444846e-01,8.938209228515625000e+02,8.570693481445312045e+02,4.821299438476562500e+02,4.880337036132812614e+02,1.749394834041595459e-02,1.763040330260991911e-02,9.475445747375488281e-01,9.684621810913085493e-01,1.416805389453656971e-05,1.416805389453656971e-05
1.515355957031250000e+03,1.325885009765625000e+03,1.515355957031250000e+03,1.325885009765625000e+03,6.276714205741882324e-01,6.299538135528564009e-01,9.401864624023437500e+02,8.424107360839843750e+02,5.735962524414062500e+02,4.818973754882812273e+02,1.827677339315414429e-02,1.777900382876396179e-02,9.272381663322448730e-01,9.291538774967194048e-01,1.416697341483086348e-05,1.416697341483086348e-05
3.636225097656250000e+03,1.305154272460937591e+03,3.636225097656250000e+03,1.305154272460937591e+03,6.043884158134460449e-01,6.044577956199645996e-01,2.358394042968750000e+03,8.280346191406249545e+02,1.276333862304687500e+03,4.756052612304687273e+02,1.752816140651702881e-02,1.791270710527896950e-02,8.749552965164184570e-01,8.919915854930877686e-01,1.416588656866224483e-05,1.416588656866224483e-05
5.757152709960937500e+02,1.299295947265625045e+03,5.757152709960937500e+02,1.299295947265625045e+03,6.656657457351684570e-01,5.971374750137329324e-01,3.363334655761718750e+02,8.239153259277343295e+02,2.376855773925781250e+02,4.738841033935547102e+02,1.944823376834392548e-02,1.795047894120216370e-02,1.011136054992675781e+00,8.814192473888396995e-01,1.416555915056960657e-05,1.416555915056960657e-05
2.027664184570312500e+03,1.280700048828125091e+03,2.027664184570312500e+03,1.280700048828125091e+03,5.473573207855224609e-01,5.738012075424194780e-01,1.321593750000000000e+03,8.108136108398437045e+02,7.046972656250000000e+02,4.684472381591796761e+02,1.779406145215034485e-02,1.806415244936943054e-02,8.079742789268493652e-01,8.473160386085509810e-01,1.416447958035860211e-05,1.416447958035860211e-05
7.480355224609375000e+02,1.263319262695312545e+03,7.480355224609375000e+02,1.263319262695312545e+03,5.309930443763732910e-01,5.520848572254181130e-01,4.530549316406250000e+02,7.987267761230468750e+02,2.936490173339843750e+02,4.632070861816406477e+02,1.774080283939838409e-02,1.816317625343799591e-02,7.828040719032287598e-01,8.151866495609283447e-01,1.416343093296745792e-05,1.416343093296745792e-05
