9.196343326239849736e-01,-1.060683942244137618e-01,4.711684106934256600e-02,7.371342612370006611e-03,-4.777631040611563656e-02,-3.488186221466209325e-02,-1.745760449558451596e-02,3.609642396611301846e-02,9.731391769863378602e-03,-2.364628762780130247e-02
-3.370153983543050513e-02,7.862256848038607915e-01,5.606373187446365980e-02,3.631999055882360276e-03,2.833578247663408670e-02,-7.391091838122372526e-02,5.405768994428044455e-02,-3.379938618221563652e-03,6.168471832145036061e-03,7.542273076995557012e-03
1.561022761733577013e-02,6.368229313720186191e-02,8.968321609109159986e-01,-1.961958400740306668e-02,3.269664734301899484e-04,-3.784627691087557016e-03,-5.380336769499776718e-04,-4.469896674071605069e-02,5.295480375193434459e-03,1.037754752470943821e-02
-1.761073358376330847e-02,3.781783584362316541e-02,-7.389683810861710431e-03,9.202478913842079278e-01,-1.012098378082754678e-02,1.300827266559517574e-03,-1.517014371198969341e-02,2.310005744839801686e-02,-1.345644710971002564e-02,1.478464901364525026e-02
-4.693718983853283067e-03,4.734571904400548814e-02,-3.689348522495833338e-02,7.879334604930380084e-03,8.660266385537600531e-01,4.609553656157617564e-03,-6.914643686967687775e-02,2.662427477830068417e-02,1.196156375637024045e-02,-5.931333885653235216e-03
7.312090689381836378e-04,2.296810403443095075e-02,-4.067179044315949454e-02,-1.267178736366902751e-02,-2.556957156802993833e-02,9.791000953511541649e-01,4.559181291962142654e-03,2.903807820718810190e-03,3.151895050760691267e-03,7.725018679395912954e-03
-2.995781896224924620e-02,-9.274884361242800856e-02,4.513762785279203105e-02,1.419825271061343590e-02,-1.071472267001516085e-02,-1.295350153590512157e-02,9.708335338054265851e-01,8.077735529511230819e-03,-5.140308698461842733e-03,3.294844467360984012e-03
-1.372852263445489829e-02,-2.371600912766303609e-02,-2.370327782999085212e-02,2.437153759334015866e-03,2.329861405602987393e-02,-1.998561992728729517e-02,1.607066860881333631e-02,8.437645989386004519e-01,6.012208040752236443e-03,1.497643966247664670e-03
-2.497864440086062024e-03,2.633819971754768063e-02,2.701018753935244265e-02,-1.778432694680353796e-02,3.558149473511981742e-02,1.822813851389671128e-02,-2.659809697792151276e-03,2.674978554329314473e-02,9.824776622840394324e-01,8.721322123475521576e-03
-3.044731325746553863e-02,2.866795950696014034e-02,2.134363961214156419e-02,1.165989479153542799e-02,-3.991510428565243906e-02,2.836619539836566367e-02,-3.853543915896299327e-02,2.893987067657014314e-02,-4.294965349020244544e-03,9.419206255987390142e-01
