7.949823333998207175e-02,-3.771449815658790145e-02,-8.308446484598519532e-02,6.305896465868424117e-02,5.936038168836187470e-04,-8.623260077173307281e-02,-2.130647508147753832e-02,-5.992007511934821506e-02,8.521251667721548018e-02,-7.315922280261075161e-02
-4.770501978672089805e-02,-3.393241974179018322e-02,9.732671005267577724e-02,1.866613054894660992e-02,-6.847419667264985355e-02,-1.397026995822809592e-01,-5.625995436101646069e-02,-1.799452332953554654e-02,3.855987310765343536e-03,-3.093366934130009627e-02
-7.373627897809702236e-02,-1.469740242081624404e-01,6.610025825050536152e-02,5.493980012771852890e-03,-4.782131809090133662e-02,-1.524738615949438880e-01,-3.039142130132599026e-02,-6.832018867451797317e-02,5.894724247014530849e-02,2.498929987222593338e-02
-6.307590532996962263e-02,-9.959892716674176305e-02,8.365756987957949364e-02,9.925707829762250856e-02,-1.442051531493816763e-01,-1.244513101950953105e-01,-9.412546976104929630e-02,-1.752583866404097412e-01,3.805169510557039614e-02,1.653260698014621596e-02
-1.157871215550807242e-01,-1.361541325939643332e-01,1.314179932311351218e-01,-2.190440755858152899e-02,-2.422105899090037234e-02,-1.196203434682116679e-01,-1.199100372491927746e-03,-1.419461722093843525e-01,8.881849703444485988e-02,-1.010115354518454217e-01
-1.575814138025164735e-01,-2.485114759146338503e-01,2.369579600417739615e-02,4.443806533471267306e-02,-1.176558464707719021e-01,-2.152167827702860525e-01,-1.389473084274917003e-01,-1.778663064865103616e-01,4.515281615080537353e-02,-7.420744607845958241e-02
-2.073655932554518966e-01,-1.916573884186642818e-01,-3.144811634428281138e-03,6.211717907310020104e-02,-3.281235248032666335e-02,-1.408454643836202780e-01,-1.429650643694322688e-02,-1.408123247518070498e-01,9.451290789579869234e-02,-1.635410765126646959e-01
-1.881863481431517715e-01,-2.598079551358006833e-01,1.218967028185119483e-02,-3.234614724367664007e-02,-6.105301768759759107e-02,-7.405107408338998387e-02,-6.393482311759249304e-02,-1.251398940318294017e-01,1.230884750294664598e-01,-2.026900675321340606e-01
-2.267953668557617097e-01,-1.201043757518312494e-01,-1.459516172711036452e-01,-6.779754108326951911e-02,3.856115786721482641e-02,-4.438278842404786567e-02,-1.383225802783881186e-01,-7.849916745312864041e-02,8.856879131377391745e-02,-1.700963778345591648e-01
-1.767729939524354255e-01,-1.977707854050166913e-01,-6.468471164241133831e-02,-1.586031350039541765e-01,4.637685460466772075e-02,7.476390979216257504e-02,-7.817230469616387456e-02,-2.569521377282310559e-02,1.224120389052512636e-01,-1.915980546510597238e-01
-1.229491955405462855e-01,-9.121368015257803885e-02,-1.599219649580145564e-01,-9.150965639223623826e-02,1.122207942639826816e-01,5.825979697585192268e-02,-1.232098237724217754e-01,-1.111833959431182545e-01,1.421796167255406917e-01,-1.337914290149783691e-01
