7.119845096896046388e-02,-6.822335677377488854e-03,-2.456823580031273005e-02,5.054061127666477360e-02,2.809295960119255822e-02,-5.503985220377864696e-02,-8.424689302534152380e-02,4.342845700363733713e-02,-9.428846758823161700e-03,6.686727971693147421e-02,-4.609659329839420339e-02,-1.554759133100998107e-02,-1.249722140316246021e-03,2.558521967667884769e-02,1.397566621589429320e-02,-7.869499559426133828e-02,5.921241832889245077e-02,3.073194570356244451e-03,8.220533341365911240e-02,6.564431296810460670e-03,8.612536889705792176e-02,-6.217343804025612236e-02,6.731379934647696572e-02,2.269897447523207268e-02,-2.739343591249592593e-05,-6.058945247628332725e-02
6.008589863687737592e-03,-8.662344414890010835e-02,-7.379839149774961027e-02,5.740153989398807249e-02,6.020567446968418113e-02,2.862102680787260989e-02,5.815309585982276347e-02,-7.885673299303491007e-03,-1.351504233566552457e-02,5.458583243407492958e-02,2.712488830235158105e-02,-6.107424625286592829e-02,4.404660253412646942e-02,-6.951834230338081733e-02,1.517001502608956651e-02,-6.430649620337298977e-02,-6.391568514489287534e-02,-5.656219760465934672e-03,2.207328910815778422e-02,2.902911506670845937e-02,-6.669111912892362881e-02,5.987921601542728345e-02,-5.800284754210652260e-02,7.835259338089420322e-02,3.633357535289739870e-02,3.084282699160394853e-02
-7.831741992737792368e-02,7.220084599263633385e-02,-6.659729696350578194e-04,5.288333666949888295e-02,-1.855405742618913053e-03,4.943823819874303138e-02,8.729220864230811949e-02,-5.343876792067456249e-02,-7.399335503734223544e-03,5.400505816363328215e-02,-5.865055305632892180e-02,-6.816854893947033034e-02,1.904034867063199299e-02,-5.559288707061414703e-02,-5.214196834768661248e-02,-4.786564357768310733e-03,4.181893007357497319e-03,-4.787182364685823449e-02,-3.407170765217353708e-02,-2.025584771707325885e-02,-1.542094115595680180e-02,7.498217074010635197e-02,7.795392624316947738e-02,-2.881689451227219430e-03,-5.700206704351681863e-02,-7.738988587398411625e-03
8.365885343193706081e-02,8.478723805103391409e-02,-7.199338891944495611e-02,-4.473651178099240233e-02,1.384040270459670294e-03,3.824598695840700224e-02,9.219755568845362792e-03,-8.343574213286560071e-02,4.797621205833917796e-02,-2.135275904310412684e-02,1.066465670099558428e-02,6.651555019176783046e-02,4.285686708489501451e-02,-6.453007601002797022e-02,-1.784323559325923236e-02,-7.650509699641361294e-02,-7.039577439144767412e-02,-8.670649252478487834e-02,-5.643368937382659684e-02,8.262924922646559811e-02,8.495878002157637721e-02,5.695371221215639324e-02,8.207164550495818500e-02,2.634883276555267245e-02,-6.278357704635616210e-02,5.832569058092775503e-03
-7.332940718850838868e-02,-5.657242203080715959e-02,-8.228357743847618255e-02,-7.778307629758832165e-02,5.811092711705027197e-02,-1.744967542348340936e-02,3.162241092143063675e-02,7.563909305125156302e-02,-1.709093366583298162e-02,-5.083410859758352024e-02,7.698979161118590930e-02,-1.174371410531258736e-02,2.714519759488628892e-02,-2.538700627480906455e-02,-6.755624112473046505e-02,-4.456002304780639495e-02,-4.959272941592666496e-03,2.322985833874670336e-02,-1.254390665374566401e-02,-8.275079817171798746e-02,-2.229814307419617642e-02,9.664411912571663557e-03,-7.516241764732710384e-02,-3.201187016313129102e-02,2.934834467313415449e-02,-2.508396216226716630e-02
-2.666416904265115923e-03,2.968501199558963577e-02,8.423625535116673058e-02,-7.635101726269320765e-02,-8.780951222193099370e-02,2.925306175407164574e-02,-5.918605428478264374e-02,-5.491722022955683458e-02,4.559770724467436011e-03,-5.810706702435229458e-03,1.020541155848865740e-02,-8.104484355764361714e-02,-2.373640198375450219e-02,1.693629567597326746e-02,-3.785818063240084519e-02,-1.277107169863248709e-02,-5.364169842790673937e-02,2.005158904302236332e-03,1.957436325636515914e-02,-4.924298914875475247e-02,-6.773135868672434945e-02,8.585215446788339866e-02,1.719315963550101939e-02,4.418784783608013800e-02,-4.205115987715047493e-02,-8.195317163456521115e-02
-1.283052362958438455e-02,-2.020006764591383494e-02,5.725050720989136727e-02,-3.838020750353721144e-02,4.237515302109446519e-02,5.827621094411981201e-02,-7.468883731658480796e-02,4.953406952342401942e-02,-3.719953068763616347e-04,-6.569370703421407651e-03,4.884035922600507562e-02,1.680680649780450647e-02,3.592610292214080264e-02,2.467655533467439863e-02,8.669609016323380490e-02,1.451803235528606635e-02,4.399805235451974272e-02,-8.716508442377096655e-02,-7.996829237306603277e-02,-3.894011209476438105e-03,-5.467474188573420019e-02,-3.792944064353310357e-02,8.205915628558761721e-03,-3.883791669571375060e-02,-3.917277864442162555e-02,5.933508109342294431e-03
2.737640176751766560e-02,4.337003148191563573e-02,7.495485075992121271e-02,3.940705327527472233e-03,-3.810599202385279560e-03,1.527925784611656318e-02,-2.261795812382171381e-02,-2.722536880983979224e-02,8.484610244043865046e-02,-2.182515630627388653e-02,4.755020231649421426e-03,1.352045851594193757e-02,-3.149096190698614378e-02,-4.969931805988930112e-02,4.198273063664559324e-02,4.676640734525515375e-02,-1.551006779219187177e-02,5.950658929865689645e-02,8.180203535244674751e-02,4.471890692505286341e-02,6.257674289119057043e-02,7.288494482387264384e-02,6.669571626290536626e-02,1.247539062578722872e-02,-4.936539638456679396e-02,-3.023114782166012524e-02
1.221919147222571243e-02,3.924540943820624406e-02,8.046797789075037233e-02,1.150925310648156369e-02,8.095064834110814178e-02,4.444687880497623367e-02,-5.733319664316378558e-03,-2.913821731454145983e-02,-5.085388210080319521e-02,-1.204653499222061927e-02,6.320811115926081025e-02,-7.965869317627469887e-03,8.000881022268364895e-02,3.248405580070068410e-02,-4.836691342931197929e-03,-8.656104254336245696e-02,-6.922969733463144038e-02,5.955997183842641485e-02,2.821129456844052516e-03,7.389825962039234253e-02,-2.788578072457932253e-02,-5.112786954534735348e-03,-2.939781312589851911e-02,2.581366977722133679e-02,-3.132045416924045256e-02,2.289806665901076774e-02
8.014897028163582571e-02,-1.286550776586303096e-02,2.081863156033942827e-02,3.809588010605865355e-02,4.462916499626684574e-02,-2.517075782551057850e-02,2.900644961852453380e-02,-2.961182585433794895e-02,9.423795031494861300e-05,8.457949634366861147e-02,-5.613070042785188452e-02,5.588877119211338451e-02,-6.320774223248698531e-02,2.859938761391834713e-02,1.890974005076765524e-02,1.538571787983034587e-02,-6.428150540899950360e-02,-3.643545741569273466e-02,-4.008412501148358315e-02,-7.430024308960266055e-02,3.098186324595751662e-02,2.461216808066902031e-02,4.287034316864586636e-02,-4.758896598093112495e-02,8.098264541721719723e-02,8.613165868356578714e-02
