4.909141113281250000e+03,1.129418710937499964e+04,4.909141113281250000e+03,1.129418710937499964e+04,8.883933067321777344e+00,8.998467636108397727e+00,3.261330566406250000e+03,7.362028759765625182e+03,1.629951782226562500e+03,3.914072631835937500e+03,2.377602868364192545e-05,2.372363887843675979e-05,8.974743843078613281e+00,9.087467002868653054e+00,8.822144081932492554e-06,8.822144081932492554e-06
3.530032226562500000e+03,5.228730859375000364e+03,3.530032226562500000e+03,5.228730859375000364e+03,2.778736591339111328e+00,2.780707359313964844e+00,1.955610839843750000e+03,2.876517382812499818e+03,1.568400268554687500e+03,2.346208251953125000e+03,5.091961473226547241e-03,4.859025776386261160e-03,3.237389564514160156e+00,3.219556713104247958e+00,8.817729394650086761e-06,8.817729394650086761e-06
7.458322265625000000e+03,3.649485961914062500e+03,7.458322265625000000e+03,3.649485961914062500e+03,1.501811861991882324e+00,1.372807419300079435e+00,3.902837158203125000e+03,1.886499584960937455e+03,3.552144287109375000e+03,1.759926965332031159e+03,8.173076435923576355e-03,8.369804546236991188e-03,1.830743670463562012e+00,1.678229129314422696e+00,8.814804459689185023e-06,8.814804459689185023e-06
1.395933471679687500e+03,3.059050000000000182e+03,1.395933471679687500e+03,3.059050000000000182e+03,8.289690017700195312e-01,8.759485065937042680e-01,6.877000122070312500e+02,1.547441540527343705e+03,7.063594970703125000e+02,1.509627697753906205e+03,9.672230109572410583e-03,9.572035353630780480e-03,1.035393834114074707e+00,1.095283615589141890e+00,8.812621672404929996e-06,8.812621672404929996e-06
3.161312744140625000e+03,2.780834814453125091e+03,3.161312744140625000e+03,2.780834814453125091e+03,6.192227005958557129e-01,6.392487704753875288e-01,1.632082763671875000e+03,1.409130065917968750e+03,1.527826538085937500e+03,1.370244909667968841e+03,9.444525465369224548e-03,1.027256790548563073e-02,7.747520208358764648e-01,8.103687942028046098e-01,8.810673534753732383e-06,8.810673534753732383e-06
1.075454589843750000e+03,2.617701074218749909e+03,1.075454589843750000e+03,2.617701074218749909e+03,5.165293216705322266e-01,4.963047862052917258e-01,5.715928955078125000e+02,1.336625830078125091e+03,5.026624755859375000e+02,1.279927770996093841e+03,1.164232380688190460e-02,1.100963335484266351e-02,6.709828972816467285e-01,6.401214361190795676e-01,8.808907296042889357e-06,8.808907296042889357e-06
1.109741210937500000e+03,2.505330029296875182e+03,1.109741210937500000e+03,2.505330029296875182e+03,4.005883634090423584e-01,4.010559529066085593e-01,5.845664672851562500e+02,1.289099877929687409e+03,5.242346801757812500e+02,1.215293151855468750e+03,1.206142082810401917e-02,1.161502143368125031e-02,5.274441838264465332e-01,5.243529796600341353e-01,8.807284757494926453e-06,8.807284757494926453e-06
1.099683349609375000e+03,2.419605297851562682e+03,1.099683349609375000e+03,2.419605297851562682e+03,3.151994645595550537e-01,3.342032045125961082e-01,5.664885253906250000e+02,1.253441271972656295e+03,5.324393920898437500e+02,1.165377709960937409e+03,1.289790309965610504e-02,1.195378899574279716e-02,4.271852970123291016e-01,4.401496678590774425e-01,8.805780453258194029e-06,8.805780453258194029e-06
3.055696533203125000e+03,2.348573315429687682e+03,3.055696533203125000e+03,2.348573315429687682e+03,2.723181247711181641e-01,2.827404946088790672e-01,1.606446533203125000e+03,1.226513000488281250e+03,1.448599487304687500e+03,1.121390136718750000e+03,1.218234561383724213e-02,1.222196668386459420e-02,3.659884631633758545e-01,3.752633810043334850e-01,8.804377102933358401e-06,8.804377102933358401e-06
1.171386840820312500e+03,2.291448205566406159e+03,1.171386840820312500e+03,2.291448205566406159e+03,2.324338853359222412e-01,2.435011953115463201e-01,6.013334960937500000e+02,1.204785852050781159e+03,5.695053100585937500e+02,1.086082183837890625e+03,1.149592641741037369e-02,1.231928206980228459e-02,3.040544688701629639e-01,3.243765622377395852e-01,8.803097443887963891e-06,8.803097443887963891e-06
