4.229390295616052065e+00,4.262519377320622915e+00,4.229390296718281483e+00,4.262519378422852334e+00,9.667577317987746666e-01,9.799337036750217500e-01,1.045355539487834440e+00,1.051999274662557493e+00,9.739557606142057455e-01,9.754980448456780362e-01,1.064926051645986194e+00,1.074144536047981324e+00,1.783951915730773163e-01,1.809437969165651472e-01,2.049617348669504577e-08,2.117281904478392789e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.102229371586851617e-09,1.102229371586851617e-09
6.374539936217943570e+00,6.334459857767936519e+00,6.374539937448542304e+00,6.334459858998535253e+00,2.925327986223321131e-01,2.904803564474653932e-01,1.349614748341571913e+00,1.346700925907469815e+00,1.006690113055038305e+00,1.007327248120205132e+00,2.326911791025060072e+00,2.293783674922640792e+00,1.398790462468062046e+00,1.396167628492693158e+00,2.270587916900090975e-08,2.387746267371923738e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.230598587393434357e-09,1.230598587393434357e-09
7.669334038966613143e+00,7.210757224617988292e+00,7.669334040241521322e+00,7.210757225892896471e+00,1.693748240678955852e-01,1.626137496092256163e-01,1.552205533483132838e+00,1.472823795902036048e+00,1.007597219739928551e+00,1.006171512408266855e+00,2.940414408328694940e+00,2.800475292198879806e+00,1.999742030414624283e+00,1.768672850746157543e+00,2.293233711382985738e-08,2.375342270401459050e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.274908250898388823e-09,1.274908250898388823e-09
7.437740783159468627e+00,7.724771293357382440e+00,7.437740784458941157e+00,7.724771294656854970e+00,1.173658100704103174e-01,1.221398978121801121e-01,1.510434226917416467e+00,1.528116642979860940e+00,1.005239538176076364e+00,1.005532899207466135e+00,2.955093562921439432e+00,3.084165842437505578e+00,1.849607621574939742e+00,1.984815987080979172e+00,2.349918534057449153e-08,2.383939106346278700e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.299472713884943430e-09,1.299472713884943430e-09
8.001959209176574106e+00,7.968027148812225846e+00,8.001959210492598729e+00,7.968027150128250469e+00,9.790509985643838786e-02,9.788320576891924862e-02,1.538000058556123983e+00,1.549015125758099742e+00,1.005756119411238325e+00,1.005609516568094941e+00,3.296288831560429067e+00,3.261617749539059474e+00,2.064009075534527948e+00,2.053901526884684969e+00,2.425781623526393262e-08,2.429336722124387994e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.316024967312609700e-09,1.316024967312609700e-09
7.885400564873224383e+00,8.253552018011426128e+00,7.885400566209185058e+00,8.253552019347386803e+00,8.263308262979909835e-02,8.630515624823610621e-02,1.490618551951404136e+00,1.573322496161329020e+00,1.005663595319227666e+00,1.005615582595400737e+00,3.284198117555359175e+00,3.376074588819621081e+00,2.022287194604997396e+00,2.212234169285243190e+00,2.281243679728627485e-08,2.490159632142959501e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.335960527920923189e-09,1.335960527920923189e-09
8.938887838489810278e+00,8.477111133933362908e+00,8.938887839839514626e+00,8.477111135283067256e+00,9.860200021386207603e-02,9.136201305420353636e-02,1.608037038915537176e+00,1.587307973346607559e+00,1.005274400130012458e+00,1.005465117402360109e+00,3.624632374504859644e+00,3.493470378795781706e+00,2.602342000640845310e+00,2.299505625886840487e+00,2.408469365645083358e-08,2.544757010954620118e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.349704454885645068e-09,1.349704454885645068e-09
9.182208195050643340e+00,8.476391445366131094e+00,9.182208196403173872e+00,8.476391446718661626e+00,9.313318690604292793e-02,8.696007626402968427e-02,1.617790113772533234e+00,1.578671778514985080e+00,1.005111543662268847e+00,1.005342601523126822e+00,3.762773078261234971e+00,3.512250550418762440e+00,2.703400244504999161e+00,2.293166413067597276e+00,2.794356380020216811e-08,2.557762852880628839e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.352530482371995983e-09,1.352530482371995983e-09
8.330614985380746518e+00,8.279996848981484803e+00,8.330614986748711814e+00,8.279996850349450099e+00,7.249262710365775297e-02,7.073743023934127294e-02,1.547532339965431269e+00,1.555086549515767969e+00,1.004738113689042533e+00,1.004882413661251972e+00,3.516140417040565680e+00,3.454405072459231452e+00,2.189711462034638956e+00,2.194885357757090372e+00,2.554740924883931604e-08,2.534880301300567899e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.367965661130825674e-09,1.367965661130825674e-09
8.702672353090932233e+00,8.697549651422226802e+00,8.702672354475591732e+00,8.697549652806886300e+00,6.519495197111037366e-02,6.668361145256851419e-02,1.645991384656220413e+00,1.597473241730246629e+00,1.005479549045852572e+00,1.005075087094184916e+00,3.551753060596360978e+00,3.639050572388713878e+00,2.434253385610953835e+00,2.389267113623511740e+00,2.121043289257905835e-08,2.513299962845140392e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.384660369710683497e-09,1.384660369710683497e-09
9.218609869228869158e+00,8.688916936107521138e+00,9.218609870626057301e+00,8.688916937504709281e+00,8.415682842039939882e-02,7.910021732001920602e-02,1.644495512810702609e+00,1.585093736234569617e+00,1.005617400588377564e+00,1.004748273710224904e+00,3.879251634398422244e+00,3.661584681219097082e+00,2.605088466199493968e+00,2.358390003107613264e+00,2.681147362482342524e-08,2.451599614898459996e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.397188641876311104e-09,1.397188641876311104e-09
8.763860611410676071e+00,8.643985342993255827e+00,8.763860612823259899e+00,8.643985344405839655e+00,5.903427811059305808e-02,5.756174863835235994e-02,1.574031749942862435e+00,1.589934254092914001e+00,1.005017652320883803e+00,1.004627960281048615e+00,3.757849808552779614e+00,3.661782167546435485e+00,2.367927100018481834e+00,2.330079187720302425e+00,2.246507548493049200e-08,2.471420198901643479e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.412583172827912091e-09,1.412583172827912091e-09
9.482500717263093293e+00,9.206945498743758449e+00,9.482500718690403119e+00,9.206945500171068275e+00,5.318444353202231994e-02,5.356370552301242122e-02,1.691075062845740051e+00,1.656273470730321717e+00,1.005281735906794260e+00,1.005150473189474480e+00,4.006056696881785228e+00,3.900812348447005196e+00,2.726902755483909147e+00,2.591145475417535149e+00,2.261284070605683406e-08,2.543640875210159862e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.427309648202959630e-09,1.427309648202959630e-09
9.374889159881327316e+00,9.123718333600965735e+00,9.374889161320549391e+00,9.123718335040187810e+00,5.048507930800064103e-02,5.243609926992180703e-02,1.710941327275600443e+00,1.641395630592656696e+00,1.005465613081408360e+00,1.004740066365874540e+00,3.938880946333590760e+00,3.896263201270080412e+00,2.669116169310267406e+00,2.528883310831867348e+00,2.457246023448754637e-08,2.527056480800389425e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.439222055832086903e-09,1.439222055832086903e-09
9.650941202329727631e+00,9.141442390903732118e+00,9.650941203771763455e+00,9.141442392345767942e+00,6.659637804103499259e-02,6.388021256016890304e-02,1.649388295886173195e+00,1.651921788870738039e+00,1.004411417006394691e+00,1.004595682365610809e+00,4.124619857564197467e+00,3.868287498399754831e+00,2.805925231235958606e+00,2.552757183484157810e+00,2.259596691238553778e-08,2.522330216397684084e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.442035108046791704e-09,1.442035108046791704e-09
8.968052691295884671e+00,8.969395679097878826e+00,8.968052692753717636e+00,8.969395680555711792e+00,4.981616822272097456e-02,5.185020986125551956e-02,1.619878963033223540e+00,1.636017923849524713e+00,1.003847722924220420e+00,1.004562321807466185e+00,3.817040456616906052e+00,3.828850460112571241e+00,2.477469356984861815e+00,2.448114738017105108e+00,2.351395113085368857e-08,2.544995670475695094e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.457833662694505782e-09,1.457833662694505782e-09
