-2.523441935400860259e-01,2.485993682501245472e-01,4.407342108533943148e-02,3.522799759141117537e-01,-4.991620632215996167e-01,2.325546421465979063e-01,1.882628741913030812e-01,-3.010665549330564933e-02,-1.324255596261502133e-01,2.467035771502729957e-01
-3.676393396549152426e-01,-1.475071079508782912e-01,2.311320873578805862e-02,6.623449403922058165e-01,1.473190889787604485e-01,-4.706887278055011947e-01,1.049102633081130942e-01,-2.658178637151638601e-01,2.140173383208591670e-02,4.975484464932319884e-01
-2.356339167421716424e-02,4.509509210685843095e-01,3.244669744583080773e-01,3.722082295532622709e-01,-3.278322589789778863e-01,2.283297776661197265e-01,9.480499941090454741e-02,-3.242240079408962861e-01,1.069149964909766187e-01,-5.352445350485374176e-01
3.066700622608625193e-01,-4.483821411614383190e-01,1.239265819387329881e-01,2.886680846549708468e-01,-9.774798875423545974e-02,1.106215119613553483e-01,1.210018173166217507e-02,2.273995269319335488e-01,9.758194182316980506e-03,5.807751508086758663e-02
-9.474058421730569002e-02,4.377585373263844781e-01,1.228705780611566156e-01,-2.540959939798538847e-01,-1.889691472077207890e-01,4.296243733460346215e-02,-3.655723110623524952e-01,3.802996111288595715e-01,-4.629056735187872529e-01,1.494144004333717579e-01
8.746864853162397702e-02,-4.339316536972450122e-01,5.962966561575322455e-02,-4.010228558513553865e-01,-4.515776849405839788e-01,-2.114403505921294557e-01,6.034791176856495465e-01,-1.041462156462002464e-01,8.958304528325286564e-02,-1.553225855994281035e-01
3.338115162890628040e-01,2.654891564622212652e-01,-4.824503822830410460e-01,-3.004523921252975627e-01,-3.009769289819786975e-01,-3.699595352795693182e-01,2.642063071810840102e-01,4.063894363843767454e-01,1.801450610342322511e-01,-9.621041263249151959e-03
-1.919128753487694961e-01,-5.349887056756994497e-01,-3.762999773142786109e-02,-1.418719206327118398e-01,-5.346291474131132510e-02,8.233539943127808625e-02,-1.179467630353812080e-01,8.287997243245258383e-02,-3.579027690717036525e-01,-4.349609519705869842e-01
-4.517357738081146379e-01,-1.211931899306522564e-01,-4.584394946535957915e-01,1.792332135618625311e-02,4.543731947947204225e-02,-3.470776739859404020e-02,2.222594311476064066e-01,2.695661630096142791e-01,1.638642738710393773e-02,-2.268502345552984578e-01
2.421286016052776741e-02,2.861639578156211644e-02,6.235292855999096107e-01,2.158797118300860574e-01,1.843569268574444531e-01,-3.240590931534942376e-01,1.660719954649296226e-01,3.296974844935652849e-01,3.464262170236653837e-02,-2.627800700759037600e-01
