-3.050354132432493703e-02,4.398627182993367774e-02,3.898761923138902019e-02,8.495591108077436837e-02,1.414349236053892567e-01,2.216935486597104710e-02,-6.311284330891413219e-02,-3.239731232147392004e-01,-2.355696633967349629e-02,4.769184731499943874e-02,-3.513976866607659150e-02,-4.763171519902529433e-02,1.940262966820789983e-02,5.328100493922900693e-02,-9.178881003096505103e-04,-5.502902817960950155e-02,1.381573654393809525e-01,3.684202848092643645e-02,-1.141122405576953068e-02,2.469176829458099576e-01,-1.350864937540235955e-02
1.261563020193521845e-01,1.062630503605542370e-01,2.461142374167915245e-02,-1.215522222332081695e-02,-3.221435844460753262e-01,-3.885504263687516308e-02,-1.359844110549521534e-01,3.121254111123666908e-01,-6.638843444605226074e-02,5.713569079201617079e-02,-8.272093665912985672e-02,-1.231106868679359423e-01,3.507974756940198530e-02,-8.211113322645622811e-03,-9.674859933772404774e-02,-6.367997447401096967e-02,-2.778202207530562629e-02,5.572942912143544203e-02,-5.585687655822752645e-02,-3.911872661031898929e-02,7.058605207426507655e-02
-1.832528793798349487e-01,8.481888261923658037e-03,-9.873833992053009101e-02,-4.977660210233712801e-02,1.233172858021906182e-01,7.400626249145328406e-02,7.159367503182896553e-02,-1.207267889582956111e-01,2.779899354020042360e-02,3.802643603043065479e-02,5.563163537732487146e-02,1.239532586743897630e-01,4.644763961636980132e-02,-1.366018015274085007e-01,6.142394055188868385e-02,1.151661589176702638e-01,2.590299107854620447e-02,-5.992559662710887636e-02,5.783997009698261388e-02,4.173244635207991327e-02,2.276255261938362265e-02
-2.884496468811926628e-03,1.656396199162278983e-03,-1.006976498126024855e-02,-4.133504816565937434e-02,-2.050003093013432753e-01,5.315176188786814582e-02,3.134702637502785605e-02,2.558482478209482824e-01,-1.153189688266998379e-02,-1.314901164745640658e-02,-2.919347251712748822e-02,-6.199603060698129393e-03,-5.502301922631985115e-02,-3.892987173102206017e-02,2.857591188076562955e-02,2.207392469614232952e-02,3.030574796960684800e-03,2.821937385167002862e-02,3.194734951321785959e-03,-1.599173727150950408e-01,-3.389206925684921587e-03
-8.444117698276569495e-02,-1.780449662017567769e-02,-7.495613044932714075e-02,1.361882141042360106e-01,-1.300432163984605594e-01,-8.048284541939819403e-02,1.069262977096042677e-01,2.307146897261172225e-01,1.074651192302265301e-01,2.520431696919214759e-02,-3.623765948304547707e-02,-1.744390147007909148e-02,-1.086172375754070746e-01,-1.760076956410086269e-01,-1.074531468522372524e-01,-1.508392106715387461e-02,-9.431756237055201331e-02,-2.931941359902063768e-02,5.186081154836543264e-03,-1.901800372652054094e-01,8.057482967928068784e-02
1.424364314633755520e-02,-4.983374877922348151e-02,6.097494828651092713e-02,3.330517423555372225e-02,1.280382912274283247e-01,-3.313071306434423741e-02,-2.476242473201158145e-02,-8.777274667518124296e-02,1.171915179692117025e-02,-6.399590939710042559e-02,-6.025314793189043977e-02,3.449651457942300159e-03,6.469318869390343341e-02,-4.453170510036135593e-02,-3.701360194394553299e-02,3.176258908273382753e-02,-4.464909031591189625e-02,3.919759498165109601e-02,-1.028429774172257873e-02,-2.506423236647354821e-02,6.561638300007492652e-02
8.826606082525143004e-02,-1.226026990158599929e-03,-4.283059275877725003e-02,2.921433494441846163e-02,-1.206217462439560240e-01,-6.187888000268697286e-03,4.407647589186946407e-02,2.947671374672903299e-01,-4.331846633958067599e-02,3.743038656097146671e-02,-8.920817329354635561e-02,1.437906264253489309e-02,4.857699835180973036e-02,8.295174401890950677e-02,-3.688377548189732125e-02,2.929449374968585984e-02,-2.348995070257751949e-02,-2.765385610321172832e-02,-4.030592834055311824e-02,-9.435550044682590454e-02,1.812839481667933780e-02
-7.632717850667641857e-02,2.878592192439651323e-02,-6.355657876568096554e-02,-7.857261640754453769e-02,2.836098741858328887e-01,-3.628792717973742393e-02,4.038514150546181763e-02,-2.074214785569255259e-01,-2.574556685275234888e-02,1.949722018070568219e-02,-4.018102869156110063e-02,5.072781729376718562e-02,-5.924301440527255519e-02,-1.196177336247498599e-02,-3.702498295448692495e-02,-3.122108615081196220e-02,-5.352455793754953145e-02,3.163703571331596964e-02,-1.702293299713006011e-02,1.728949761198442514e-01,3.681073722157737760e-02
5.533573175977613522e-03,-8.087141153242835903e-03,6.458760175626666877e-02,4.637267802664528371e-02,-8.227220356211682739e-02,5.724737483251061271e-02,2.567485410841529800e-02,1.074082306292442751e-01,-7.438515652884873479e-03,-3.442194804462950231e-02,6.810320530875335621e-02,2.080987315346953179e-02,-3.383682455371905817e-02,-3.734964540840200742e-02,-8.605999253000576332e-02,-2.378214952027836362e-03,-1.081856898058075438e-02,-3.585571665708141287e-02,-8.140502863126656066e-03,-1.175999141162854256e-01,-2.551899710977839804e-03
7.517510790732709336e-02,1.357273483605606623e-01,-8.040421604735879801e-02,-2.260804939048457335e-02,-2.352463813120846403e-01,-1.353275790198403272e-01,2.037302901947454434e-02,4.865518928624209538e-01,1.381872147806304137e-02,3.974568606368949347e-02,-1.325023442094465931e-01,6.247082265050664385e-02,4.072433324244997821e-02,8.050881489326765228e-02,-5.143118593684253143e-02,5.903403386197529634e-02,5.977863883642750044e-03,1.641239992879748449e-02,-2.883366461911369277e-02,-7.679253172902382116e-03,-4.612372559507577074e-02
-8.881436506363689365e-02,-4.373962419137134017e-02,4.528417454141889231e-02,-4.182575882894229435e-02,-1.045475364100471455e-01,3.722268404501541568e-04,6.243428542490937067e-02,3.642943066256421752e-02,3.439822718669088841e-02,3.021942488751046957e-02,3.626215798175731753e-02,-4.215780124743729457e-02,-3.727118958220523165e-02,-9.974903880846107407e-02,-1.573946592833581903e-02,-3.530080809449896977e-03,1.521209173124937059e-02,-5.420339434414816549e-04,8.308505496353860154e-02,-9.947534792173808038e-02,7.344112233469413109e-02
-1.218644760759948625e-01,-3.156598242640454993e-02,-1.035742616177810216e-01,7.768593650978905182e-03,1.806872591608656431e-01,-9.478997429099159100e-02,5.839834480757983420e-02,-8.376971911475222798e-02,2.762253699299947740e-02,-4.012806461950515352e-02,6.265914704500728794e-02,6.450360520554689059e-02,-5.172180535202923479e-02,-4.265222141159552560e-02,4.300577268670565528e-02,2.007216348960170760e-01,2.089415057226153699e-02,1.385884043996941407e-02,2.604725657561484872e-02,-1.369180337623817668e-02,8.056428639256459079e-02
