-5.488670722990916795e-02,5.154995315551631485e-01,-4.440453663182391542e-01,-4.618787811620436723e-01,4.882527528679603268e-02,-4.132941913114335786e-01,-6.057160017535653806e-02,2.156016127528385395e-01,2.253339162075229385e-01,-1.588222982967920360e-01,-9.053756251755763484e-01
-4.402923540614120390e-01,-1.994051637906678331e-01,-4.071783478816058677e-02,1.441995693548644708e-01,2.725379823290283721e-01,-2.426664694850748649e-01,-6.672118702291544856e-02,4.210519746999841217e-01,1.169032756913962051e-01,2.770086408244787357e-02,-3.894124623222868786e-01
-2.729451177539582440e-01,-4.745336650025044900e-02,4.149786995639377918e-01,8.837989296332270442e-03,-1.949428004832864658e-01,3.581909236118439779e-03,-8.480865678427490159e-03,1.154841649105207146e-01,-4.412395230304697047e-01,-1.793809286499927769e-01,-2.815967328912642453e-01
-1.648051800897124275e-01,-5.666011183818870506e-02,2.709194479474892336e-01,-4.054532969154902577e-01,-2.116837230985196550e-01,6.590707157466338395e-02,3.154499278038358501e-01,4.341582753910907533e-01,3.786328142040030764e-01,-2.990036849018669618e-01,3.276613645584826595e-01
-2.446954920503660036e-01,1.605068252570763798e-01,1.495060815590829872e-01,2.111311989169559478e-01,-4.389675168328460719e-01,3.375538927989089194e-02,9.863504687330054699e-02,-3.039053411257503501e-01,6.793661728654212806e-02,8.203388445815590346e-02,-7.880734666007621625e-02
1.768258840812355348e-01,-3.638224311017633772e-01,1.368417461118106582e-01,3.012370224827758958e-01,-1.242204557211781663e-01,3.778001633030650952e-01,-2.998431748680039366e-01,-2.080593256263882085e-01,-1.422209546975299922e-02,-2.734036766567653487e-01,3.340249778054911467e-02
-1.696858136860870392e-01,1.660531964219982837e-01,-2.184565575287489569e-01,1.005982220074690264e-01,1.574963092172486367e-01,2.965641997726795043e-01,-2.039621266059994942e-01,3.084760052710573408e-01,-3.495489994157753300e-01,4.356742837002655078e-01,-4.734422056559120517e-03
2.162153924716624098e-01,1.550963808958491785e-01,3.489594696092938875e-02,-3.708091096655826563e-02,-2.296014230167406078e-01,-4.118148243158151200e-01,3.127896581891241312e-01,2.843309426129563833e-01,-1.508415809174409594e-01,-3.367116087773064370e-01,4.188774763719592120e-01
5.100111414723302455e-02,-3.812652339591723893e-01,7.670030634049100626e-02,-3.741456719173030798e-01,1.609005037527398360e-02,-2.990225796354594734e-01,-6.838861798542843207e-02,-5.609112136013837402e-01,-4.973797739419399955e-01,-5.839434437419242785e-02,7.503175336437495346e-02
-2.549517440670668877e-01,-4.141203621684773628e-01,-6.804606011393939946e-01,-1.234610972517189292e-01,-5.570520311708295758e-01,-2.433735142342011437e-01,-9.500032677961167682e-02,4.730727526966763824e-02,1.434961472714226249e-01,-1.052797235702980089e-01,5.927429653937566628e-02
2.970158462341210837e-01,1.304544427078502544e-01,1.566901491153319392e-01,-2.944017741032249891e-01,-5.394441600017978455e-01,-8.020555396446628349e-02,-1.256863513436074775e-01,-3.269833167012290431e-01,-1.971386491356766912e-01,2.214505485024873682e-02,4.852277308938511835e-01
