-2.421012796532509281e-01,1.426763223703493011e-01,1.142182608124431287e-01,-1.439119161345752407e-01,4.663590015139971318e-02,-2.981672631247976879e-01,-2.518931218691886770e-02,9.479336860715947832e-02,9.418280145847979234e-02,-3.777154840467026320e-01,1.578168843782587483e-01
-2.300534437643610430e-01,1.101600666202421919e-01,1.228489827767990927e-01,-1.391454215307236231e-01,5.918484620699965282e-02,-2.951466750294287622e-01,-1.940120641980409844e-02,8.800997308873868830e-02,9.046631651168468569e-02,-3.636115660464370181e-01,1.578907757503766607e-01
-1.929389735849121323e-01,2.012564905860295128e-02,1.487603125729723974e-01,-1.250146869981998698e-01,9.572902398338407892e-02,-2.853321462569846090e-01,-7.149809470409174313e-03,6.510572679150890274e-02,7.824845236457228514e-02,-3.208333611744140779e-01,1.540988952926420352e-01
-1.348698074600039598e-01,-1.036394172760074367e-01,1.792988545455794502e-01,-1.059298477653381615e-01,1.464424789056768261e-01,-2.668136817332232291e-01,1.172176879443705827e-02,3.634397606426521127e-02,6.352509612094778269e-02,-2.552125330647009305e-01,1.490596723017363068e-01
-7.643726113260820854e-02,-2.345534793857209366e-01,1.994060204511130530e-01,-8.081742398213535850e-02,1.950945891090170303e-01,-2.371836383831254780e-01,3.350755362159223150e-02,-3.049142006956441411e-03,5.451400675849872590e-02,-1.795691860403638429e-01,1.422749578970023965e-01
-2.478386345736947188e-02,-3.483543703252627854e-01,2.083146517224873651e-01,-5.732890179688492072e-02,2.353558449334778868e-01,-1.922687832308978551e-01,5.458300934882719113e-02,-4.566636949279012647e-02,5.222305665682450831e-02,-1.074636615298373843e-01,1.377265221325487676e-01
4.086977009446285218e-03,-4.212670328416293075e-01,1.965751753967740489e-01,-3.174097829789603725e-02,2.523182178628758932e-01,-1.388951475413874315e-01,6.873030752761655204e-02,-9.581434587346332465e-02,5.472327055035067223e-02,-6.062464112521801646e-02,1.426925857042170009e-01
1.468796843774522118e-02,-4.293328690332874342e-01,1.571477533097781210e-01,-1.871603538508293668e-02,2.483321656321172133e-01,-8.953151302723376392e-02,7.997119663292424907e-02,-1.395056168873838598e-01,6.564596964409048774e-02,-2.647262463976583768e-02,1.360069013438607588e-01
-3.447254912700945927e-03,-3.800062801684833680e-01,1.003474448647219824e-01,-7.675362426927459340e-03,2.190784501109424853e-01,-3.874949761097416789e-02,8.659625724605117536e-02,-1.798677165205610773e-01,7.960724821912762428e-02,-1.818945937642921923e-02,1.361433172042322004e-01
-3.794083194435705214e-02,-2.816765635261542222e-01,2.492258635845788495e-02,-6.614629027599305995e-03,1.670471544569406275e-01,-3.163790970669820221e-03,9.849370203095253462e-02,-2.079411238754932389e-01,9.138675636139009795e-02,-2.770178998316008209e-02,1.324666351634771755e-01
